index,day_deliver_coupon_num,coupon_discount,day_order_num,day_average_order_fee,step,date
324,0,0.95,0,0,52,2021/5/10
324,2,0.9,0,0,53,2021/5/11
324,0,0.95,0,0,54,2021/5/12
324,0,0.95,0,0,55,2021/5/13
324,2,0.9,0,0,56,2021/5/14
324,0,0.95,0,0,57,2021/5/15
324,0,0.95,0,0,58,2021/5/16
324,0,0.95,0,0,59,2021/5/17
325,0,0.6,0,0,0,2021/3/19
325,3,0.7,0,0,1,2021/3/20
325,0,0.6,0,0,2,2021/3/21
325,5,0.75,0,0,3,2021/3/22
325,0,0.6,0,0,4,2021/3/23
325,0,0.6,0,0,5,2021/3/24
325,0,0.6,0,0,6,2021/3/25
325,0,0.6,0,0,7,2021/3/26
325,3,0.7,0,0,8,2021/3/27
325,0,0.6,0,0,9,2021/3/28
325,0,0.6,0,0,10,2021/3/29
325,4,0.7,0,0,11,2021/3/30
325,0,0.6,0,0,12,2021/3/31
325,0,0.6,0,0,13,2021/4/1
325,0,0.6,0,0,14,2021/4/2
325,0,0.6,0,0,15,2021/4/3
325,0,0.95,0,0,16,2021/4/4
325,0,0.8,0,0,17,2021/4/5
325,0,0.95,0,0,18,2021/4/6
325,0,0.95,0,0,19,2021/4/7
325,0,0.9,0,0,20,2021/4/8
325,0,0.95,0,0,21,2021/4/9
325,0,0.95,0,0,22,2021/4/10
325,0,0.95,0,0,23,2021/4/11
325,0,0.8,0,0,24,2021/4/12
325,0,0.95,0,0,25,2021/4/13
325,0,0.95,0,0,26,2021/4/14
325,0,0.95,0,0,27,2021/4/15
325,0,0.95,0,0,28,2021/4/16
325,0,0.8,0,0,29,2021/4/17
325,0,0.8,0,0,30,2021/4/18
325,0,0.95,0,0,31,2021/4/19
325,0,0.95,0,0,32,2021/4/20
325,0,0.95,0,0,33,2021/4/21
325,0,0.95,0,0,34,2021/4/22
325,0,0.9,0,0,35,2021/4/23
325,0,0.95,0,0,36,2021/4/24
325,0,0.9,0,0,37,2021/4/25
325,0,0.95,0,0,38,2021/4/26
325,0,0.95,0,0,39,2021/4/27
325,0,0.95,0,0,40,2021/4/28
325,0,0.95,0,0,41,2021/4/29
325,0,0.95,0,0,42,2021/4/30
325,0,0.9,0,0,43,2021/5/1
325,0,0.95,0,0,44,2021/5/2
325,0,0.95,0,0,45,2021/5/3
325,0,0.95,0,0,46,2021/5/4
325,0,0.95,0,0,47,2021/5/5
325,0,0.95,0,0,48,2021/5/6
325,0,0.95,0,0,49,2021/5/7
325,0,0.95,0,0,50,2021/5/8
325,0,0.95,0,0,51,2021/5/9
325,0,0.95,0,0,52,2021/5/10
325,0,0.95,0,0,53,2021/5/11
325,0,0.95,0,0,54,2021/5/12
325,0,0.9,0,0,55,2021/5/13
325,0,0.9,0,0,56,2021/5/14
325,0,0.95,0,0,57,2021/5/15
325,0,0.9,0,0,58,2021/5/16
325,0,0.95,0,0,59,2021/5/17
326,0,0.6,0,0,0,2021/3/19
326,2,0.65,0,0,1,2021/3/20
326,0,0.6,0,0,2,2021/3/21
326,2,0.65,1,1.231760979,3,2021/3/22
326,0,0.6,0,0,4,2021/3/23
326,0,0.6,0,0,5,2021/3/24
326,0,0.6,0,0,6,2021/3/25
326,0,0.6,0,0,7,2021/3/26
326,2,0.65,2,1.194508657,8,2021/3/27
326,0,0.6,0,0,9,2021/3/28
326,0,0.6,0,0,10,2021/3/29
326,2,0.65,1,2.513178997,11,2021/3/30
326,0,0.6,0,0,12,2021/3/31
326,0,0.6,0,0,13,2021/4/1
326,0,0.6,0,0,14,2021/4/2
326,0,0.6,0,0,15,2021/4/3
326,2,0.7,0,0,16,2021/4/4
326,0,0.95,0,0,17,2021/4/5
326,2,0.95,0,0,18,2021/4/6
326,0,0.95,0,0,19,2021/4/7
326,0,0.95,0,0,20,2021/4/8
326,0,0.95,0,0,21,2021/4/9
326,2,0.85,0,0,22,2021/4/10
326,0,0.95,0,0,23,2021/4/11
326,0,0.95,0,0,24,2021/4/12
326,2,0.75,1,2.222770743,25,2021/4/13
326,2,0.65,1,0.557643734,26,2021/4/14
326,0,0.95,0,0,27,2021/4/15
326,0,0.95,0,0,28,2021/4/16
326,0,0.95,0,0,29,2021/4/17
326,0,0.95,0,0,30,2021/4/18
326,0,0.95,0,0,31,2021/4/19
326,0,0.95,0,0,32,2021/4/20
326,0,0.95,0,0,33,2021/4/21
326,0,0.95,0,0,34,2021/4/22
326,0,0.95,0,0,35,2021/4/23
326,0,0.95,0,0,36,2021/4/24
326,0,0.95,0,0,37,2021/4/25
326,2,0.9,0,0,38,2021/4/26
326,0,0.95,0,0,39,2021/4/27
326,2,0.9,1,0.419279109,40,2021/4/28
326,0,0.95,0,0,41,2021/4/29
326,2,0.9,1,0.551307033,42,2021/4/30
326,0,0.95,0,0,43,2021/5/1
326,0,0.95,0,0,44,2021/5/2
326,0,0.95,0,0,45,2021/5/3
326,0,0.95,0,0,46,2021/5/4
326,0,0.95,0,0,47,2021/5/5
326,0,0.95,0,0,48,2021/5/6
326,0,0.95,0,0,49,2021/5/7
326,0,0.95,0,0,50,2021/5/8
326,0,0.95,0,0,51,2021/5/9
326,0,0.95,0,0,52,2021/5/10
326,0,0.95,0,0,53,2021/5/11
326,2,0.9,1,2.12630582,54,2021/5/12
326,0,0.95,0,0,55,2021/5/13
326,0,0.95,1,1.275706681,56,2021/5/14
326,0,0.95,0,0,57,2021/5/15
326,0,0.95,0,0,58,2021/5/16
326,0,0.95,0,0,59,2021/5/17
327,0,0.6,1,16.6016385,0,2021/3/19
327,2,0.65,2,19.5820495,1,2021/3/20
327,0,0.6,1,15.73588848,2,2021/3/21
327,2,0.65,1,16.56475812,3,2021/3/22
327,0,0.6,1,15.6185016,4,2021/3/23
327,0,0.6,1,16.55374169,5,2021/3/24
327,0,0.6,1,16.48539603,6,2021/3/25
327,0,0.6,1,16.45757705,7,2021/3/26
327,2,0.65,0,0,8,2021/3/27
327,0,0.6,0,0,9,2021/3/28
327,0,0.6,0,0,10,2021/3/29
327,2,0.65,2,15.48419595,11,2021/3/30
327,0,0.6,1,16.48966223,12,2021/3/31
327,0,0.6,1,15.41417837,13,2021/4/1
327,0,0.6,1,15.36783725,14,2021/4/2
327,0,0.6,0,0,15,2021/4/3
327,2,0.95,1,16.4076969,16,2021/4/4
327,2,0.95,1,15.29881656,17,2021/4/5
327,2,0.85,1,15.24536759,18,2021/4/6
327,0,0.95,1,14.41332102,19,2021/4/7
327,2,0.85,1,16.30005091,20,2021/4/8
327,0,0.95,1,15.12992978,21,2021/4/9
327,0,0.95,1,14.84951973,22,2021/4/10
327,0,0.95,0,0,23,2021/4/11
327,0,0.95,1,16.16770923,24,2021/4/12
327,0,0.95,1,16.23620689,25,2021/4/13
327,0,0.95,1,14.27329779,26,2021/4/14
327,2,0.65,1,14.23013508,27,2021/4/15
327,2,0.95,1,14.19340819,28,2021/4/16
327,2,0.6,2,16.15837812,29,2021/4/17
327,2,0.6,1,14.62552398,30,2021/4/18
327,2,0.6,1,14.82112259,31,2021/4/19
327,0,0.95,1,14.08836693,32,2021/4/20
327,0,0.95,1,14.05647844,33,2021/4/21
327,0,0.95,1,14.47484642,34,2021/4/22
327,0,0.95,2,16.04952514,35,2021/4/23
327,0,0.95,0,0,36,2021/4/24
327,0,0.95,1,14.43995684,37,2021/4/25
327,0,0.95,1,14.4125104,38,2021/4/26
327,0,0.95,1,14.36524391,39,2021/4/27
327,0,0.95,1,15.91738015,40,2021/4/28
327,0,0.95,1,15.99975079,41,2021/4/29
327,0,0.95,1,15.91738015,42,2021/4/30
327,0,0.95,1,15.91738015,43,2021/5/1
327,0,0.95,1,15.99975079,44,2021/5/2
327,0,0.95,1,15.91738015,45,2021/5/3
327,2,0.6,2,15.99975079,46,2021/5/4
327,0,0.95,1,13.92934918,47,2021/5/5
327,0,0.95,1,15.88205695,48,2021/5/6
327,0,0.95,1,15.97917676,49,2021/5/7
327,0,0.95,0,0,50,2021/5/8
327,0,0.95,1,15.88205695,51,2021/5/9
327,0,0.95,2,13.90373856,52,2021/5/10
327,0,0.95,0,0,53,2021/5/11
327,0,0.95,1,14.25212771,54,2021/5/12
327,0,0.95,1,14.41426128,55,2021/5/13
327,2,0.6,3,14.2071709,56,2021/5/14
327,0,0.95,1,14.35877681,57,2021/5/15
327,0,0.95,0,0,58,2021/5/16
327,0,0.95,0,0,59,2021/5/17
328,0,0.6,1,57.09019375,0,2021/3/19
328,3,0.7,1,59.93521252,1,2021/3/20
328,0,0.6,0,0,2,2021/3/21
328,4,0.7,2,56.41643745,3,2021/3/22
328,0,0.6,0,0,4,2021/3/23
328,0,0.6,0,0,5,2021/3/24
328,0,0.6,0,0,6,2021/3/25
328,0,0.6,0,0,7,2021/3/26
328,3,0.7,2,60.86544304,8,2021/3/27
328,0,0.6,0,0,9,2021/3/28
328,0,0.6,0,0,10,2021/3/29
328,5,0.75,1,59.77942792,11,2021/3/30
328,0,0.6,0,0,12,2021/3/31
328,0,0.6,0,0,13,2021/4/1
328,0,0.6,0,0,14,2021/4/2
328,0,0.6,0,0,15,2021/4/3
328,0,0.95,0,0,16,2021/4/4
328,0,0.95,1,60.05719705,17,2021/4/5
328,0,0.95,0,0,18,2021/4/6
328,2,0.65,1,48.15415442,19,2021/4/7
328,2,0.6,1,48.35560322,20,2021/4/8
328,0,0.95,1,47.93769717,21,2021/4/9
328,2,0.75,1,45.54594159,22,2021/4/10
328,0,0.95,0,0,23,2021/4/11
328,0,0.95,0,0,24,2021/4/12
328,0,0.95,1,45.82517445,25,2021/4/13
328,2,0.65,1,45.44666409,26,2021/4/14
328,0,0.95,1,44.31915879,27,2021/4/15
328,0,0.95,1,46.10286057,28,2021/4/16
328,2,0.75,1,43.52197945,29,2021/4/17
328,2,0.75,1,45.49232423,30,2021/4/18
328,2,0.6,3,42.68615842,31,2021/4/19
328,0,0.95,1,42.36855507,32,2021/4/20
328,0,0.95,1,42.21960306,33,2021/4/21
328,0,0.95,1,41.33123159,34,2021/4/22
328,0,0.95,1,41.43704772,35,2021/4/23
328,0,0.95,1,41.16942585,36,2021/4/24
328,2,0.6,1,40.81597924,37,2021/4/25
328,0,0.95,1,40.33801556,38,2021/4/26
328,0,0.95,1,40.12804925,39,2021/4/27
328,0,0.95,1,39.52196538,40,2021/4/28
328,0,0.95,1,39.66622353,41,2021/4/29
328,0,0.95,2,38.96979988,42,2021/4/30
328,0,0.95,1,39.28860128,43,2021/5/1
328,0,0.95,0,0,44,2021/5/2
328,0,0.95,1,48.08086856,45,2021/5/3
328,0,0.95,1,39.10246491,46,2021/5/4
328,0,0.95,1,38.24238777,47,2021/5/5
328,2,0.6,2,38.80678415,48,2021/5/6
328,0,0.95,1,38.50730956,49,2021/5/7
328,2,0.6,2,41.21152759,50,2021/5/8
328,0,0.95,0,0,51,2021/5/9
328,0,0.95,0,0,52,2021/5/10
328,2,0.6,1,38.19645941,53,2021/5/11
328,0,0.95,0,0,54,2021/5/12
328,0,0.95,1,38.26234639,55,2021/5/13
328,0,0.95,1,40.67577124,56,2021/5/14
328,0,0.95,1,37.17756867,57,2021/5/15
328,2,0.6,1,36.83066964,58,2021/5/16
328,0,0.95,0,0,59,2021/5/17
329,0,0.6,0,0,0,2021/3/19
329,2,0.65,1,13.23816133,1,2021/3/20
329,0,0.6,0,0,2,2021/3/21
329,2,0.65,1,11.78819597,3,2021/3/22
329,0,0.6,0,0,4,2021/3/23
329,0,0.6,0,0,5,2021/3/24
329,0,0.6,0,0,6,2021/3/25
329,0,0.6,0,0,7,2021/3/26
329,2,0.65,2,12.72292617,8,2021/3/27
329,0,0.6,0,0,9,2021/3/28
329,0,0.6,0,0,10,2021/3/29
329,2,0.65,2,16.26798863,11,2021/3/30
329,0,0.6,0,0,12,2021/3/31
329,0,0.6,0,0,13,2021/4/1
329,0,0.6,0,0,14,2021/4/2
329,0,0.6,0,0,15,2021/4/3
329,0,0.95,0,0,16,2021/4/4
329,0,0.95,0,0,17,2021/4/5
329,0,0.95,0,0,18,2021/4/6
329,2,0.6,1,13.0302659,19,2021/4/7
329,0,0.95,0,0,20,2021/4/8
329,0,0.95,0,0,21,2021/4/9
329,2,0.8,1,13.22146905,22,2021/4/10
329,0,0.95,0,0,23,2021/4/11
329,2,0.8,1,10.84650618,24,2021/4/12
329,0,0.95,0,0,25,2021/4/13
329,2,0.65,2,14.81655091,26,2021/4/14
329,0,0.95,0,0,27,2021/4/15
329,0,0.95,0,0,28,2021/4/16
329,0,0.95,0,0,29,2021/4/17
329,0,0.95,0,0,30,2021/4/18
329,0,0.95,0,0,31,2021/4/19
329,2,0.8,1,11.9097458,32,2021/4/20
329,0,0.95,0,0,33,2021/4/21
329,0,0.95,0,0,34,2021/4/22
329,0,0.95,0,0,35,2021/4/23
329,0,0.95,0,0,36,2021/4/24
329,0,0.95,0,0,37,2021/4/25
329,0,0.95,0,0,38,2021/4/26
329,0,0.95,0,0,39,2021/4/27
329,0,0.95,0,0,40,2021/4/28
329,0,0.95,0,0,41,2021/4/29
329,0,0.95,0,0,42,2021/4/30
329,0,0.95,0,0,43,2021/5/1
329,0,0.95,0,0,44,2021/5/2
329,0,0.95,0,0,45,2021/5/3
329,2,0.8,1,12.51926244,46,2021/5/4
329,0,0.95,0,0,47,2021/5/5
329,0,0.95,0,0,48,2021/5/6
329,0,0.95,0,0,49,2021/5/7
329,0,0.95,0,0,50,2021/5/8
329,0,0.95,0,0,51,2021/5/9
329,2,0.8,1,13.13802917,52,2021/5/10
329,2,0.8,1,14.74406421,53,2021/5/11
329,0,0.95,0,0,54,2021/5/12
329,0,0.95,0,0,55,2021/5/13
329,2,0.8,2,14.70911652,56,2021/5/14
329,0,0.95,0,0,57,2021/5/15
329,0,0.95,0,0,58,2021/5/16
329,0,0.95,0,0,59,2021/5/17
330,0,0.6,0,0,0,2021/3/19
330,3,0.85,0,0,1,2021/3/20
330,0,0.6,0,0,2,2021/3/21
330,4,0.65,0,0,3,2021/3/22
330,0,0.6,0,0,4,2021/3/23
330,0,0.6,0,0,5,2021/3/24
330,0,0.6,0,0,6,2021/3/25
330,0,0.6,0,0,7,2021/3/26
330,2,0.65,0,0,8,2021/3/27
330,0,0.6,0,0,9,2021/3/28
330,0,0.6,0,0,10,2021/3/29
330,2,0.65,0,0,11,2021/3/30
330,0,0.6,0,0,12,2021/3/31
330,0,0.6,0,0,13,2021/4/1
330,0,0.6,0,0,14,2021/4/2
330,0,0.6,0,0,15,2021/4/3
330,0,0.8,0,0,16,2021/4/4
330,0,0.95,0,0,17,2021/4/5
330,0,0.95,0,0,18,2021/4/6
330,0,0.95,0,0,19,2021/4/7
330,0,0.95,0,0,20,2021/4/8
330,0,0.95,0,0,21,2021/4/9
330,0,0.95,0,0,22,2021/4/10
330,0,0.95,0,0,23,2021/4/11
330,0,0.95,0,0,24,2021/4/12
330,0,0.8,0,0,25,2021/4/13
330,0,0.6,0,0,26,2021/4/14
330,0,0.85,0,0,27,2021/4/15
330,0,0.9,0,0,28,2021/4/16
330,0,0.95,0,0,29,2021/4/17
330,0,0.95,0,0,30,2021/4/18
330,0,0.95,0,0,31,2021/4/19
330,0,0.95,0,0,32,2021/4/20
330,0,0.95,0,0,33,2021/4/21
330,0,0.95,0,0,34,2021/4/22
330,0,0.9,0,0,35,2021/4/23
330,0,0.95,0,0,36,2021/4/24
330,0,0.95,0,0,37,2021/4/25
330,0,0.95,0,0,38,2021/4/26
330,0,0.95,0,0,39,2021/4/27
330,0,0.95,0,0,40,2021/4/28
330,0,0.95,0,0,41,2021/4/29
330,0,0.9,0,0,42,2021/4/30
330,0,0.95,0,0,43,2021/5/1
330,0,0.95,0,0,44,2021/5/2
330,0,0.95,0,0,45,2021/5/3
330,0,0.95,0,0,46,2021/5/4
330,0,0.95,0,0,47,2021/5/5
330,0,0.9,0,0,48,2021/5/6
330,0,0.95,0,0,49,2021/5/7
330,0,0.9,0,0,50,2021/5/8
330,0,0.95,0,0,51,2021/5/9
330,0,0.9,0,0,52,2021/5/10
330,0,0.95,0,0,53,2021/5/11
330,0,0.95,0,0,54,2021/5/12
330,0,0.95,0,0,55,2021/5/13
330,0,0.9,0,0,56,2021/5/14
330,0,0.95,0,0,57,2021/5/15
330,0,0.95,0,0,58,2021/5/16
330,0,0.95,0,0,59,2021/5/17
331,0,0.6,0,0,0,2021/3/19
331,2,0.65,1,0.731764317,1,2021/3/20
331,0,0.6,0,0,2,2021/3/21
331,2,0.65,0,0,3,2021/3/22
331,0,0.6,0,0,4,2021/3/23
331,0,0.6,0,0,5,2021/3/24
331,0,0.6,0,0,6,2021/3/25
331,0,0.6,0,0,7,2021/3/26
331,2,0.65,2,0.695267987,8,2021/3/27
331,0,0.6,0,0,9,2021/3/28
331,0,0.6,0,0,10,2021/3/29
331,2,0.65,1,1.490078485,11,2021/3/30
331,0,0.6,0,0,12,2021/3/31
331,0,0.6,0,0,13,2021/4/1
331,0,0.6,0,0,14,2021/4/2
331,0,0.6,0,0,15,2021/4/3
331,2,0.9,0,0,16,2021/4/4
331,2,0.75,0,0,17,2021/4/5
331,2,0.9,0,0,18,2021/4/6
331,2,0.85,0,0,19,2021/4/7
331,0,0.95,0,0,20,2021/4/8
331,2,0.95,0,0,21,2021/4/9
331,2,0.6,2,1.857473846,22,2021/4/10
331,0,0.95,0,0,23,2021/4/11
331,2,0.85,0,0,24,2021/4/12
331,2,0.75,0,0,25,2021/4/13
331,0,0.95,0,0,26,2021/4/14
331,0,0.95,0,0,27,2021/4/15
331,0,0.95,0,0,28,2021/4/16
331,0,0.95,0,0,29,2021/4/17
331,0,0.95,0,0,30,2021/4/18
331,0,0.95,0,0,31,2021/4/19
331,0,0.95,0,0,32,2021/4/20
331,0,0.95,0,0,33,2021/4/21
331,2,0.9,0,0,34,2021/4/22
331,0,0.95,0,0,35,2021/4/23
331,0,0.95,0,0,36,2021/4/24
331,0,0.95,0,0,37,2021/4/25
331,0,0.95,0,0,38,2021/4/26
331,2,0.9,0,0,39,2021/4/27
331,0,0.95,0,0,40,2021/4/28
331,0,0.95,0,0,41,2021/4/29
331,0,0.95,0,0,42,2021/4/30
331,0,0.95,0,0,43,2021/5/1
331,0,0.95,0,0,44,2021/5/2
331,0,0.95,0,0,45,2021/5/3
331,2,0.9,0,0,46,2021/5/4
331,2,0.9,0,0,47,2021/5/5
331,0,0.95,0,0,48,2021/5/6
331,0,0.95,0,0,49,2021/5/7
331,0,0.95,0,0,50,2021/5/8
331,0,0.95,0,0,51,2021/5/9
331,0,0.95,0,0,52,2021/5/10
331,2,0.9,0,0,53,2021/5/11
331,0,0.95,0,0,54,2021/5/12
331,0,0.95,0,0,55,2021/5/13
331,2,0.9,0,0,56,2021/5/14
331,0,0.95,0,0,57,2021/5/15
331,0,0.95,0,0,58,2021/5/16
331,0,0.95,0,0,59,2021/5/17
332,0,0.6,0,0,0,2021/3/19
332,3,0.7,1,3.598666906,1,2021/3/20
332,0,0.6,0,0,2,2021/3/21
332,4,0.7,2,2.135899186,3,2021/3/22
332,0,0.6,0,0,4,2021/3/23
332,0,0.6,0,0,5,2021/3/24
332,0,0.6,0,0,6,2021/3/25
332,0,0.6,0,0,7,2021/3/26
332,3,0.7,1,4.22214514,8,2021/3/27
332,0,0.6,0,0,9,2021/3/28
332,0,0.6,0,0,10,2021/3/29
332,4,0.7,2,5.296142757,11,2021/3/30
332,0,0.6,0,0,12,2021/3/31
332,0,0.6,0,0,13,2021/4/1
332,0,0.6,0,0,14,2021/4/2
332,0,0.6,0,0,15,2021/4/3
332,2,0.65,2,3.984383345,16,2021/4/4
332,0,0.95,0,0,17,2021/4/5
332,0,0.95,0,0,18,2021/4/6
332,0,0.95,0,0,19,2021/4/7
332,2,0.8,0,0,20,2021/4/8
332,0,0.95,0,0,21,2021/4/9
332,2,0.8,0,0,22,2021/4/10
332,0,0.95,0,0,23,2021/4/11
332,2,0.7,2,5.687483382,24,2021/4/12
332,0,0.95,0,0,25,2021/4/13
332,0,0.95,0,0,26,2021/4/14
332,2,0.8,1,2.670506628,27,2021/4/15
332,2,0.75,1,5.376249975,28,2021/4/16
332,0,0.95,0,0,29,2021/4/17
332,0,0.95,0,0,30,2021/4/18
332,0,0.95,0,0,31,2021/4/19
332,0,0.95,0,0,32,2021/4/20
332,0,0.95,0,0,33,2021/4/21
332,0,0.95,0,0,34,2021/4/22
332,0,0.95,0,0,35,2021/4/23
332,0,0.95,0,0,36,2021/4/24
332,0,0.95,0,0,37,2021/4/25
332,0,0.95,0,0,38,2021/4/26
332,0,0.95,0,0,39,2021/4/27
332,0,0.95,0,0,40,2021/4/28
332,2,0.9,0,0,41,2021/4/29
332,0,0.95,0,0,42,2021/4/30
332,2,0.9,0,0,43,2021/5/1
332,0,0.95,0,0,44,2021/5/2
332,0,0.95,0,0,45,2021/5/3
332,0,0.95,0,0,46,2021/5/4
332,2,0.9,1,8.631619907,47,2021/5/5
332,0,0.95,0,0,48,2021/5/6
332,0,0.95,1,3.946637468,49,2021/5/7
332,0,0.95,0,0,50,2021/5/8
332,0,0.95,0,0,51,2021/5/9
332,0,0.95,0,0,52,2021/5/10
332,0,0.95,0,0,53,2021/5/11
332,0,0.95,0,0,54,2021/5/12
332,0,0.95,0,0,55,2021/5/13
332,0,0.95,0,0,56,2021/5/14
332,0,0.95,0,0,57,2021/5/15
332,0,0.95,0,0,58,2021/5/16
332,0,0.95,0,0,59,2021/5/17
333,0,0.6,0,0,0,2021/3/19
333,2,0.8,0,0,1,2021/3/20
333,0,0.6,0,0,2,2021/3/21
333,3,0.9,0,0,3,2021/3/22
333,0,0.6,0,0,4,2021/3/23
333,0,0.6,0,0,5,2021/3/24
333,0,0.6,0,0,6,2021/3/25
333,0,0.6,0,0,7,2021/3/26
333,2,0.65,1,2.288142681,8,2021/3/27
333,0,0.6,0,0,9,2021/3/28
333,0,0.6,0,0,10,2021/3/29
333,4,0.7,0,0,11,2021/3/30
333,2,0.85,1,4.176703572,12,2021/3/31
333,0,0.6,0,0,13,2021/4/1
333,0,0.6,0,0,14,2021/4/2
333,0,0.6,0,0,15,2021/4/3
333,0,0.95,0,0,16,2021/4/4
333,0,0.95,0,0,17,2021/4/5
333,0,0.95,0,0,18,2021/4/6
333,0,0.95,0,0,19,2021/4/7
333,1,0.85,1,4.283286393,20,2021/4/8
333,0,0.95,0,0,21,2021/4/9
333,1,0.7,1,3.334845354,22,2021/4/10
333,1,0.75,1,3.317704019,23,2021/4/11
333,0,0.95,0,0,24,2021/4/12
333,0,0.95,0,0,25,2021/4/13
333,0,0.95,0,0,26,2021/4/14
333,0,0.95,0,0,27,2021/4/15
333,0,0.95,0,0,28,2021/4/16
333,0,0.95,0,0,29,2021/4/17
333,0,0.95,0,0,30,2021/4/18
333,0,0.95,0,0,31,2021/4/19
333,0,0.95,0,0,32,2021/4/20
333,1,0.9,0,0,33,2021/4/21
333,0,0.95,0,0,34,2021/4/22
333,0,0.95,0,0,35,2021/4/23
333,0,0.95,0,0,36,2021/4/24
333,0,0.95,0,0,37,2021/4/25
333,0,0.95,0,0,38,2021/4/26
333,0,0.95,0,0,39,2021/4/27
333,0,0.95,0,0,40,2021/4/28
333,0,0.95,0,0,41,2021/4/29
333,0,0.95,0,0,42,2021/4/30
333,0,0.95,0,0,43,2021/5/1
333,0,0.95,0,0,44,2021/5/2
333,0,0.95,0,0,45,2021/5/3
333,0,0.95,0,0,46,2021/5/4
333,0,0.95,0,0,47,2021/5/5
333,0,0.95,0,0,48,2021/5/6
333,0,0.95,0,0,49,2021/5/7
333,0,0.95,0,0,50,2021/5/8
333,1,0.9,0,0,51,2021/5/9
333,0,0.95,0,0,52,2021/5/10
333,0,0.95,0,0,53,2021/5/11
333,0,0.95,0,0,54,2021/5/12
333,0,0.95,0,0,55,2021/5/13
333,0,0.95,0,0,56,2021/5/14
333,1,0.9,0,0,57,2021/5/15
333,1,0.9,0,0,58,2021/5/16
333,0,0.95,0,0,59,2021/5/17
334,0,0.6,2,14.72536623,0,2021/3/19
334,2,0.65,2,16.23512803,1,2021/3/20
334,0,0.6,1,14.3838346,2,2021/3/21
334,2,0.65,2,15.04257321,3,2021/3/22
334,0,0.6,1,14.6396637,4,2021/3/23
334,0,0.6,1,14.40703273,5,2021/3/24
334,0,0.6,0,0,6,2021/3/25
334,0,0.6,1,14.76611197,7,2021/3/26
334,2,0.65,1,14.49433267,8,2021/3/27
334,0,0.6,0,0,9,2021/3/28
334,0,0.6,0,0,10,2021/3/29
334,4,0.65,1,14.65497762,11,2021/3/30
334,0,0.6,1,14.76896256,12,2021/3/31
334,0,0.6,1,15.09601772,13,2021/4/1
334,0,0.6,2,15.12028277,14,2021/4/2
334,0,0.6,1,14.44478333,15,2021/4/3
334,0,0.95,1,14.44478333,16,2021/4/4
334,0,0.95,0,0,17,2021/4/5
334,0,0.95,1,14.54257965,18,2021/4/6
334,2,0.75,1,14.44478333,19,2021/4/7
334,0,0.95,1,14.44478333,20,2021/4/8
334,0,0.95,0,0,21,2021/4/9
334,0,0.95,1,14.78949487,22,2021/4/10
334,2,0.75,0,0,23,2021/4/11
334,0,0.95,1,13.90933256,24,2021/4/12
334,0,0.95,1,14.78087157,25,2021/4/13
334,0,0.95,1,14.68248218,26,2021/4/14
334,0,0.95,1,15.11539668,27,2021/4/15
334,0,0.95,2,15.13226777,28,2021/4/16
334,0,0.95,1,14.69399482,29,2021/4/17
334,0,0.95,1,15.15056491,30,2021/4/18
334,0,0.95,1,14.57027495,31,2021/4/19
334,0,0.95,1,14.70522732,32,2021/4/20
334,2,0.6,2,14.57027495,33,2021/4/21
334,0,0.95,1,14.70522732,34,2021/4/22
334,0,0.95,0,0,35,2021/4/23
334,0,0.95,0,0,36,2021/4/24
334,0,0.95,1,14.57637548,37,2021/4/25
334,0,0.95,2,15.16379714,38,2021/4/26
334,0,0.95,1,15.16587436,39,2021/4/27
334,2,0.6,2,15.17314911,40,2021/4/28
334,0,0.95,1,14.72052336,41,2021/4/29
334,0,0.95,2,14.82313573,42,2021/4/30
334,0,0.95,0,0,43,2021/5/1
334,0,0.95,0,0,44,2021/5/2
334,0,0.95,0,0,45,2021/5/3
334,0,0.95,0,0,46,2021/5/4
334,0,0.95,1,15.19078761,47,2021/5/5
334,0,0.95,1,15.1899159,48,2021/5/6
334,2,0.6,2,14.60848302,49,2021/5/7
334,0,0.95,0,0,50,2021/5/8
334,2,0.6,1,15.77103967,51,2021/5/9
334,0,0.95,0,0,52,2021/5/10
334,2,0.6,2,14.82256055,53,2021/5/11
334,2,0.6,2,14.48209286,54,2021/5/12
334,0,0.95,0,0,55,2021/5/13
334,0,0.95,1,14.61340338,56,2021/5/14
334,0,0.95,0,0,57,2021/5/15
334,2,0.6,2,17.78863941,58,2021/5/16
334,2,0.6,2,14.65706527,59,2021/5/17
335,0,0.6,0,0,0,2021/3/19
335,3,0.8,1,21.76777542,1,2021/3/20
335,0,0.6,0,0,2,2021/3/21
335,4,0.8,1,22.20228755,3,2021/3/22
335,0,0.6,0,0,4,2021/3/23
335,0,0.6,0,0,5,2021/3/24
335,0,0.6,0,0,6,2021/3/25
335,0,0.6,0,0,7,2021/3/26
335,2,0.65,1,21.98188796,8,2021/3/27
335,0,0.6,0,0,9,2021/3/28
335,0,0.6,0,0,10,2021/3/29
335,2,0.65,2,23.88651208,11,2021/3/30
335,0,0.6,0,0,12,2021/3/31
335,0,0.6,0,0,13,2021/4/1
335,0,0.6,0,0,14,2021/4/2
335,0,0.6,0,0,15,2021/4/3
335,0,0.95,0,0,16,2021/4/4
335,0,0.95,0,0,17,2021/4/5
335,0,0.95,0,0,18,2021/4/6
335,2,0.75,2,23.302291,19,2021/4/7
335,0,0.95,0,0,20,2021/4/8
335,0,0.95,0,0,21,2021/4/9
